sequence.start,Desorb.Start.Time,CreationTime,eithertime,status,Tube,markes_n,GC_n,either_n,markes_GC,create_desorb,FileName,user,FullName,id,desorb.Start.diff,rowSum,nameBlank,Mixup,kBlank,Cluster
2019-08-29T23:07:09Z,2019-08-30T15:35:54Z,2019-08-30T15:41:11Z,2019-08-30T15:35:54Z,Desorbed NA,17,17,NA,17,NA,317,bwb9_08292019pm.qgd,NA,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Lupinus argenteus/bwb9_08292019pm.qgd,39685a14-1ca8-4d9e-a820-ef733a36fc62,2154,396153179,FALSE,FALSE,FALSE,1
2019-08-29T23:07:09Z,2019-08-30T16:11:35Z,2019-08-30T16:16:51Z,2019-08-30T16:11:35Z,Desorbed NA,18,18,NA,18,NA,316,ypoair1_08292019pm.qgd,NA,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Lupinus argenteus/ypoair1_08292019pm.qgd,39685a14-1ca8-4d9e-a820-ef733a36fc62,2141,242157896,FALSE,TRUE,TRUE,2
2019-08-29T23:07:09Z,2019-08-30T16:47:19Z,2019-08-30T16:52:26Z,2019-08-30T16:47:19Z,Desorbed NA,19,19,NA,19,NA,307,ypo1_08292019pm.qgd,NA,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Lupinus argenteus/ypo1_08292019pm.qgd,39685a14-1ca8-4d9e-a820-ef733a36fc62,2144,394428526,FALSE,FALSE,FALSE,1
2019-08-29T23:07:09Z,2019-08-30T17:23:12Z,2019-08-30T17:28:30Z,2019-08-30T17:23:12Z,Desorbed NA,20,20,NA,20,NA,318,ypo2_08292019pm.qgd,NA,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Lupinus argenteus/ypo2_08292019pm.qgd,39685a14-1ca8-4d9e-a820-ef733a36fc62,2153,392646303,FALSE,FALSE,FALSE,1
2019-08-30T11:17:10Z,2019-08-30T18:22:00Z,2019-08-30T18:16:29Z,2019-08-30T18:16:29Z,Desorbed NA,1,1,NA,1,NA,331,Blank_08302019am.qgd,Blank : RMBL,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Lupinus argenteus/Blank_08302019am.qgd,4087e644-ad58-45df-88e4-b4d30f9b2cce,3528,246690357,TRUE,FALSE,TRUE,2
2019-08-30T11:17:10Z,2019-08-30T18:52:28Z,2019-08-30T18:57:45Z,2019-08-30T18:52:28Z,Desorbed NA,2,2,NA,2,NA,317,ypo3_08302019am.qgd,NA,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Lupinus argenteus/ypo3_08302019am.qgd,4087e644-ad58-45df-88e4-b4d30f9b2cce,1828,297949654,FALSE,FALSE,FALSE,1
2019-08-30T11:17:10Z,2019-08-30T19:28:59Z,2019-08-30T19:34:15Z,2019-08-30T19:28:59Z,Desorbed NA,3,3,NA,3,NA,316,ypo4_08302019am.qgd,NA,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Lupinus argenteus/ypo4_08302019am.qgd,4087e644-ad58-45df-88e4-b4d30f9b2cce,2191,284409424,FALSE,FALSE,FALSE,1
2019-08-30T11:17:10Z,2019-08-30T20:05:38Z,2019-08-30T20:10:49Z,2019-08-30T20:05:38Z,Desorbed NA,4,4,NA,4,NA,311,bcnair1_08302019am.qgd,NA,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Lupinus argenteus/bcnair1_08302019am.qgd,4087e644-ad58-45df-88e4-b4d30f9b2cce,2199,270804103,FALSE,TRUE,TRUE,2
2019-08-30T11:17:10Z,2019-08-30T20:42:20Z,2019-08-30T20:47:37Z,2019-08-30T20:42:20Z,Desorbed NA,5,5,NA,5,NA,317,bcn1_08302019am.qgd,NA,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Lupinus argenteus/bcn1_08302019am.qgd,4087e644-ad58-45df-88e4-b4d30f9b2cce,2202,420456762,FALSE,FALSE,FALSE,1
2019-08-30T11:17:10Z,2019-08-30T21:19:25Z,2019-08-30T21:24:45Z,2019-08-30T21:19:25Z,Desorbed NA,6,6,NA,6,NA,320,bcn2_08302019am.qgd,NA,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Lupinus argenteus/bcn2_08302019am.qgd,4087e644-ad58-45df-88e4-b4d30f9b2cce,2225,382512685,FALSE,FALSE,FALSE,1
2019-08-30T11:17:10Z,2019-08-30T21:55:56Z,2019-08-30T22:01:07Z,2019-08-30T21:55:56Z,Desorbed NA,7,7,NA,7,NA,311,bcn3_08302019am.qgd,NA,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Lupinus argenteus/bcn3_08302019am.qgd,4087e644-ad58-45df-88e4-b4d30f9b2cce,2191,297340857,FALSE,FALSE,FALSE,1
2019-08-30T11:17:10Z,2019-08-30T22:33:05Z,2019-08-30T22:38:24Z,2019-08-30T22:33:05Z,Desorbed NA,8,8,NA,8,NA,319,bcn4_08302019am.qgd,NA,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Lupinus argenteus/bcn4_08302019am.qgd,4087e644-ad58-45df-88e4-b4d30f9b2cce,2229,292909505,FALSE,FALSE,FALSE,1
2019-08-30T11:17:10Z,2019-08-30T23:09:40Z,2019-08-30T23:14:59Z,2019-08-30T23:09:40Z,Desorbed NA,9,9,NA,9,NA,319,cmnair1_08302019am.qgd,NA,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Lupinus argenteus/cmnair1_08302019am.qgd,4087e644-ad58-45df-88e4-b4d30f9b2cce,2195,338156727,FALSE,FALSE,FALSE,1
2019-08-30T11:17:10Z,2019-08-30T23:46:27Z,2019-08-30T23:51:47Z,2019-08-30T23:46:27Z,Desorbed NA,10,10,NA,10,NA,320,cmn1_08302019am.qgd,NA,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Lupinus argenteus/cmn1_08302019am.qgd,4087e644-ad58-45df-88e4-b4d30f9b2cce,2207,388759760,FALSE,FALSE,FALSE,1
2019-08-30T11:17:10Z,NA,NA,NA,NA NA,11,11,NA,11,NA,NA,NA,NA,NA,4087e644-ad58-45df-88e4-b4d30f9b2cce,NA,NA,NA,NA,NA,NA
2019-08-30T11:17:10Z,2019-08-31T00:24:09Z,2019-08-31T00:28:31Z,2019-08-31T00:24:09Z,Desorbed NA,12,12,NA,12,NA,262,cmn2reallycm3_08302019am.qgd,NA,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Lupinus argenteus/cmn2reallycm3_08302019am.qgd,4087e644-ad58-45df-88e4-b4d30f9b2cce,NA,292173746,FALSE,FALSE,FALSE,1
2019-08-30T11:17:10Z,2019-08-31T01:00:06Z,2019-08-31T01:05:26Z,2019-08-31T01:00:06Z,Desorbed NA,13,13,NA,13,NA,320,cmn3reallycm4_08302019am.qgd,NA,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Lupinus argenteus/cmn3reallycm4_08302019am.qgd,4087e644-ad58-45df-88e4-b4d30f9b2cce,2157,318931199,FALSE,FALSE,FALSE,1
2019-08-30T11:17:10Z,2019-08-31T01:36:42Z,2019-08-31T01:42:01Z,2019-08-31T01:36:42Z,Desorbed NA,14,14,NA,14,NA,319,cmn4reallycm5_08302019am.qgd,NA,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Lupinus argenteus/cmn4reallycm5_08302019am.qgd,4087e644-ad58-45df-88e4-b4d30f9b2cce,2196,347811248,FALSE,FALSE,FALSE,1
2019-08-30T11:17:10Z,2019-08-31T02:13:13Z,2019-08-31T02:18:30Z,2019-08-31T02:13:13Z,Desorbed NA,15,15,NA,15,NA,317,cmn5reallycm6_08302019am.qgd,NA,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Lupinus argenteus/cmn5reallycm6_08302019am.qgd,4087e644-ad58-45df-88e4-b4d30f9b2cce,2191,299027371,FALSE,FALSE,FALSE,1
2019-08-30T11:17:10Z,2019-08-31T02:50:15Z,2019-08-31T02:55:35Z,2019-08-31T02:50:15Z,Desorbed NA,16,16,NA,16,NA,320,cmn6reallycm7_08302019am.qgd,NA,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Lupinus argenteus/cmn6reallycm7_08302019am.qgd,4087e644-ad58-45df-88e4-b4d30f9b2cce,2222,377541148,FALSE,FALSE,FALSE,1
2019-08-31T08:31:12Z,2019-08-31T15:36:10Z,2019-08-31T15:29:45Z,2019-08-31T15:29:45Z,Desorbed NA,1,1,NA,1,NA,385,Blank_08312019.qgd,Blank : RMBL,C:/GCMSsolution/Data/Project1/RMBL Data/Carvajal 2019/Blank_08312019.qgd,956d32ba-d748-44eb-bfca-5ea55c32f10b,45955,NA,NA,NA,NA,NA
2019-08-31T08:31:12Z,2019-08-31T16:06:35Z,2019-08-31T16:11:58Z,2019-08-31T16:06:35Z,Desorbed NA,2,2,NA,2,NA,323,J1Blank_08312019.qgd,Blank : RMBL,C:/GCMSsolution/Data/Project1/RMBL Data/Carvajal 2019/J1Blank_08312019.qgd,956d32ba-d748-44eb-bfca-5ea55c32f10b,1825,NA,NA,NA,NA,NA
2019-08-31T08:31:12Z,2019-08-31T16:42:08Z,2019-08-31T16:47:28Z,2019-08-31T16:42:08Z,Desorbed NA,3,3,NA,3,NA,320,A1_08312019.qgd,NA,C:/GCMSsolution/Data/Project1/RMBL Data/Carvajal 2019/A1_08312019.qgd,956d32ba-d748-44eb-bfca-5ea55c32f10b,2133,NA,NA,NA,NA,NA
2019-08-31T08:31:12Z,2019-08-31T17:17:57Z,2019-08-31T17:23:15Z,2019-08-31T17:17:57Z,Desorbed NA,4,4,NA,4,NA,318,A2_08312019.qgd,NA,C:/GCMSsolution/Data/Project1/RMBL Data/Carvajal 2019/A2_08312019.qgd,956d32ba-d748-44eb-bfca-5ea55c32f10b,2149,NA,NA,NA,NA,NA
2019-08-31T08:31:12Z,2019-08-31T17:54:10Z,2019-08-31T17:59:29Z,2019-08-31T17:54:10Z,Desorbed NA,5,5,NA,5,NA,319,A3_08312019.qgd,NA,C:/GCMSsolution/Data/Project1/RMBL Data/Carvajal 2019/A3_08312019.qgd,956d32ba-d748-44eb-bfca-5ea55c32f10b,2173,NA,NA,NA,NA,NA
2019-08-31T08:31:12Z,2019-08-31T18:30:46Z,2019-08-31T18:36:04Z,2019-08-31T18:30:46Z,Desorbed NA,6,6,NA,6,NA,318,A4_08312019.qgd,NA,C:/GCMSsolution/Data/Project1/RMBL Data/Carvajal 2019/A4_08312019.qgd,956d32ba-d748-44eb-bfca-5ea55c32f10b,2196,NA,NA,NA,NA,NA
2019-08-31T08:31:12Z,2019-08-31T19:07:34Z,2019-08-31T19:12:55Z,2019-08-31T19:07:34Z,Desorbed NA,7,7,NA,7,NA,321,A5_08312019.qgd,NA,C:/GCMSsolution/Data/Project1/RMBL Data/Carvajal 2019/A5_08312019.qgd,956d32ba-d748-44eb-bfca-5ea55c32f10b,2208,NA,NA,NA,NA,NA
2019-08-31T08:31:12Z,2019-08-31T19:44:30Z,2019-08-31T19:49:42Z,2019-08-31T19:44:30Z,Desorbed NA,8,8,NA,8,NA,312,A6_08312019.qgd,NA,C:/GCMSsolution/Data/Project1/RMBL Data/Carvajal 2019/A6_08312019.qgd,956d32ba-d748-44eb-bfca-5ea55c32f10b,2216,NA,NA,NA,NA,NA
2019-08-31T08:31:12Z,2019-08-31T20:21:35Z,2019-08-31T20:26:54Z,2019-08-31T20:21:35Z,Desorbed NA,9,9,NA,9,NA,319,A7_08312019.qgd,NA,C:/GCMSsolution/Data/Project1/RMBL Data/Carvajal 2019/A7_08312019.qgd,956d32ba-d748-44eb-bfca-5ea55c32f10b,2225,NA,NA,NA,NA,NA
2019-08-31T08:31:12Z,2019-08-31T20:58:00Z,2019-08-31T21:03:21Z,2019-08-31T20:58:00Z,Desorbed NA,10,10,NA,10,NA,321,J3Blank_08312019.qgd,Blank : RMBL,C:/GCMSsolution/Data/Project1/RMBL Data/Carvajal 2019/J3Blank_08312019.qgd,956d32ba-d748-44eb-bfca-5ea55c32f10b,2185,NA,NA,NA,NA,NA
2019-08-31T08:31:12Z,2019-08-31T21:35:31Z,2019-08-31T21:40:00Z,2019-08-31T21:35:31Z,Desorbed NA,11,11,NA,11,NA,269,cm2forreal_08312019.qgd,NA,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Lupinus argenteus/cm2forreal_08312019.qgd,956d32ba-d748-44eb-bfca-5ea55c32f10b,2251,308491685,FALSE,FALSE,FALSE,1
2019-08-31T08:31:12Z,2019-08-31T22:11:26Z,2019-08-31T22:16:47Z,2019-08-31T22:11:26Z,Desorbed NA,12,12,NA,12,NA,321,A9_08312019.qgd,NA,C:/GCMSsolution/Data/Project1/RMBL Data/Carvajal 2019/A9_08312019.qgd,956d32ba-d748-44eb-bfca-5ea55c32f10b,2155,NA,NA,NA,NA,NA
2019-08-31T08:31:12Z,2019-08-31T22:48:30Z,2019-08-31T22:53:47Z,2019-08-31T22:48:30Z,Desorbed NA,13,13,NA,13,NA,317,A10_08312019.qgd,NA,C:/GCMSsolution/Data/Project1/RMBL Data/Carvajal 2019/A10_08312019.qgd,956d32ba-d748-44eb-bfca-5ea55c32f10b,2224,NA,NA,NA,NA,NA
2019-08-31T08:31:12Z,2019-08-31T23:25:50Z,2019-08-31T23:30:55Z,2019-08-31T23:25:50Z,Desorbed NA,14,14,NA,14,NA,305,B1_08312019.qgd,NA,C:/GCMSsolution/Data/Project1/RMBL Data/Carvajal 2019/B1_08312019.qgd,956d32ba-d748-44eb-bfca-5ea55c32f10b,2240,NA,NA,NA,NA,NA
2019-08-31T08:31:12Z,2019-09-01T00:02:45Z,2019-09-01T00:08:08Z,2019-09-01T00:02:45Z,Desorbed NA,15,15,NA,15,NA,323,B2_08312019.qgd,NA,C:/GCMSsolution/Data/Project1/RMBL Data/Carvajal 2019/B2_08312019.qgd,956d32ba-d748-44eb-bfca-5ea55c32f10b,2215,NA,NA,NA,NA,NA
2019-08-31T08:31:12Z,2019-09-01T00:40:17Z,2019-09-01T00:45:29Z,2019-09-01T00:40:17Z,Desorbed NA,16,16,NA,16,NA,312,B3_08312019.qgd,NA,C:/GCMSsolution/Data/Project1/RMBL Data/Carvajal 2019/B3_08312019.qgd,956d32ba-d748-44eb-bfca-5ea55c32f10b,2252,NA,NA,NA,NA,NA
2019-08-31T08:31:12Z,2019-09-01T01:17:34Z,2019-09-01T01:22:54Z,2019-09-01T01:17:34Z,Desorbed NA,17,17,NA,17,NA,320,B4_08312019.qgd,NA,C:/GCMSsolution/Data/Project1/RMBL Data/Carvajal 2019/B4_08312019.qgd,956d32ba-d748-44eb-bfca-5ea55c32f10b,2237,NA,NA,NA,NA,NA
2019-08-31T08:31:12Z,2019-09-01T01:54:27Z,2019-09-01T01:59:49Z,2019-09-01T01:54:27Z,Desorbed NA,18,18,NA,18,NA,322,B5_08312019.qgd,NA,C:/GCMSsolution/Data/Project1/RMBL Data/Carvajal 2019/B5_08312019.qgd,956d32ba-d748-44eb-bfca-5ea55c32f10b,2213,NA,NA,NA,NA,NA
2019-08-31T08:31:12Z,2019-09-01T02:31:46Z,2019-09-01T02:37:07Z,2019-09-01T02:31:46Z,Desorbed NA,19,19,NA,19,NA,321,B6_08312019.qgd,NA,C:/GCMSsolution/Data/Project1/RMBL Data/Carvajal 2019/B6_08312019.qgd,956d32ba-d748-44eb-bfca-5ea55c32f10b,2239,NA,NA,NA,NA,NA
2019-08-31T08:31:12Z,2019-09-01T03:08:27Z,2019-09-01T03:13:45Z,2019-09-01T03:08:27Z,Desorbed NA,20,20,NA,20,NA,318,B7_08312019.qgd,NA,C:/GCMSsolution/Data/Project1/RMBL Data/Carvajal 2019/B7_08312019.qgd,956d32ba-d748-44eb-bfca-5ea55c32f10b,2201,NA,NA,NA,NA,NA
2019-08-31T08:31:12Z,2019-09-01T03:45:35Z,2019-09-01T03:49:58Z,2019-09-01T03:45:35Z,Desorbed NA,21,21,NA,21,NA,263,B8_08312019.qgd,NA,C:/GCMSsolution/Data/Project1/RMBL Data/Carvajal 2019/B8_08312019.qgd,956d32ba-d748-44eb-bfca-5ea55c32f10b,2228,NA,NA,NA,NA,NA
2019-08-31T08:31:12Z,2019-09-01T04:20:37Z,2019-09-01T04:26:00Z,2019-09-01T04:20:37Z,Desorbed NA,22,22,NA,22,NA,323,B9_08312019.qgd,NA,C:/GCMSsolution/Data/Project1/RMBL Data/Carvajal 2019/B9_08312019.qgd,956d32ba-d748-44eb-bfca-5ea55c32f10b,2102,NA,NA,NA,NA,NA
2019-08-31T08:31:12Z,2019-09-01T04:56:33Z,2019-09-01T05:01:44Z,2019-09-01T04:56:33Z,Desorbed NA,23,23,NA,23,NA,311,B10_08312019.qgd,NA,C:/GCMSsolution/Data/Project1/RMBL Data/Carvajal 2019/B10_08312019.qgd,956d32ba-d748-44eb-bfca-5ea55c32f10b,2156,NA,NA,NA,NA,NA
2019-08-31T08:31:12Z,2019-09-01T05:32:09Z,2019-09-01T05:37:20Z,2019-09-01T05:32:09Z,Desorbed NA,24,24,NA,24,NA,311,C1_08312019.qgd,NA,C:/GCMSsolution/Data/Project1/RMBL Data/Carvajal 2019/C1_08312019.qgd,956d32ba-d748-44eb-bfca-5ea55c32f10b,2136,NA,NA,NA,NA,NA
2019-08-31T08:31:12Z,2019-09-01T10:04:39Z,NA,2019-09-01T10:04:39Z,NA Leak Test Pressurise Failed,25,25,NA,25,NA,NA,NA,NA,NA,956d32ba-d748-44eb-bfca-5ea55c32f10b,16350,NA,NA,NA,NA,NA
2021-08-11T10:31:50Z,2021-08-11T17:36:45Z,2021-08-11T17:42:31Z,2021-08-11T17:36:45Z,Desorbed NA,1,1,1,1,0,346,Blank1_8112021_01.qgd,Blank : RMBL,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Lupinus argenteus/Blank1_8112021_01.qgd,2ae0ef0d-3fec-412c-813b-c25499b5b77c,15588,70161904,TRUE,FALSE,TRUE,7
2021-08-11T10:31:50Z,2021-08-11T18:07:13Z,2021-08-11T18:22:56Z,2021-08-11T18:07:13Z,Desorbed NA,2,2,2,2,0,943,Lupinus_bur_20_6_8112021_02.qgd,NA,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Lupinus argenteus/Lupinus_bur_20_6_8112021_02.qgd,2ae0ef0d-3fec-412c-813b-c25499b5b77c,1828,460964360,FALSE,FALSE,FALSE,6
2021-08-11T10:31:50Z,2021-08-11T18:43:54Z,2021-08-11T18:59:40Z,2021-08-11T18:43:54Z,Desorbed NA,3,3,3,3,0,946,Lupinus_bur_20_air_1_8112021_03.qgd,NA,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Lupinus argenteus/Lupinus_bur_20_air_1_8112021_03.qgd,2ae0ef0d-3fec-412c-813b-c25499b5b77c,2201,690634215,FALSE,FALSE,FALSE,5
2021-08-11T10:31:50Z,2021-08-11T19:20:29Z,2021-08-11T19:36:05Z,2021-08-11T19:20:29Z,Desorbed NA,4,4,4,4,0,936,Lupinus_bur_20_1_8112021_04.qgd,NA,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Lupinus argenteus/Lupinus_bur_20_1_8112021_04.qgd,2ae0ef0d-3fec-412c-813b-c25499b5b77c,2195,340554524,FALSE,FALSE,FALSE,6
2021-08-11T10:31:50Z,2021-08-11T19:57:34Z,2021-08-11T20:13:20Z,2021-08-11T19:57:34Z,Desorbed NA,5,5,5,5,0,946,Lupinus_bur_20_7_8112021_05.qgd,NA,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Lupinus argenteus/Lupinus_bur_20_7_8112021_05.qgd,2ae0ef0d-3fec-412c-813b-c25499b5b77c,2225,403531076,FALSE,FALSE,FALSE,6
2021-08-11T10:31:50Z,2021-08-11T20:35:16Z,2021-08-11T20:50:47Z,2021-08-11T20:35:16Z,Desorbed NA,6,6,6,6,0,931,Lupinus_bur_20_2_8112021_06.qgd,NA,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Lupinus argenteus/Lupinus_bur_20_2_8112021_06.qgd,2ae0ef0d-3fec-412c-813b-c25499b5b77c,2262,320499176,FALSE,FALSE,FALSE,6
2021-08-11T10:31:50Z,2021-08-11T21:13:02Z,2021-08-11T21:28:50Z,2021-08-11T21:13:02Z,Desorbed NA,7,7,7,7,0,948,Lupinus_bur_20_5_8112021_07.qgd,NA,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Lupinus argenteus/Lupinus_bur_20_5_8112021_07.qgd,2ae0ef0d-3fec-412c-813b-c25499b5b77c,2266,361575748,FALSE,FALSE,FALSE,6
2021-08-11T10:31:50Z,2021-08-11T21:51:30Z,2021-08-11T22:07:17Z,2021-08-11T21:51:30Z,Desorbed NA,8,8,8,8,0,947,Lupinus_bur_20_4_8112021_08.qgd,NA,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Lupinus argenteus/Lupinus_bur_20_4_8112021_08.qgd,2ae0ef0d-3fec-412c-813b-c25499b5b77c,2308,336029526,FALSE,FALSE,FALSE,6
2021-08-11T10:31:50Z,2021-08-11T22:30:13Z,2021-08-11T22:46:01Z,2021-08-11T22:30:13Z,Desorbed NA,9,9,9,9,0,948,Lupinus_bur_20_8_8112021_09.qgd,NA,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Lupinus argenteus/Lupinus_bur_20_8_8112021_09.qgd,2ae0ef0d-3fec-412c-813b-c25499b5b77c,2323,884390288,FALSE,FALSE,FALSE,5
2021-08-11T10:31:50Z,2021-08-11T23:09:23Z,2021-08-11T23:25:07Z,2021-08-11T23:09:23Z,Desorbed NA,10,10,10,10,0,944,Lupinus_bur_20_3_8112021_10.qgd,NA,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Lupinus argenteus/Lupinus_bur_20_3_8112021_10.qgd,2ae0ef0d-3fec-412c-813b-c25499b5b77c,2350,517306032,FALSE,FALSE,FALSE,5
2021-08-11T10:31:50Z,2021-08-11T23:49:34Z,2021-08-12T00:04:25Z,2021-08-11T23:49:34Z,Desorbed NA,11,11,11,11,0,891,Lupinus_eml_20_3_8112021_11.qgd,NA,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Lupinus argenteus/Lupinus_eml_20_3_8112021_11.qgd,2ae0ef0d-3fec-412c-813b-c25499b5b77c,2411,124280634,FALSE,FALSE,FALSE,6
2021-08-11T10:31:50Z,2021-08-12T00:28:10Z,2021-08-12T00:43:56Z,2021-08-12T00:28:10Z,Desorbed NA,12,12,12,12,0,946,Lupinus_eml_20_air_2_8112021_12.qgd,NA,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Lupinus argenteus/Lupinus_eml_20_air_2_8112021_12.qgd,2ae0ef0d-3fec-412c-813b-c25499b5b77c,2316,107929436,FALSE,FALSE,FALSE,6
2021-08-11T10:31:50Z,2021-08-12T01:07:22Z,2021-08-12T01:23:06Z,2021-08-12T01:07:22Z,Desorbed NA,13,13,13,13,0,944,Lupinus_eml_20_5_8112021_13.qgd,NA,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Lupinus argenteus/Lupinus_eml_20_5_8112021_13.qgd,2ae0ef0d-3fec-412c-813b-c25499b5b77c,2352,170616941,FALSE,FALSE,FALSE,6
2021-08-11T10:31:50Z,2021-08-12T01:45:47Z,2021-08-12T02:01:30Z,2021-08-12T01:45:47Z,Desorbed NA,14,14,14,14,0,943,Lupinus_eml_20_4_8112021_14.qgd,NA,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Lupinus argenteus/Lupinus_eml_20_4_8112021_14.qgd,2ae0ef0d-3fec-412c-813b-c25499b5b77c,2305,689051059,FALSE,FALSE,FALSE,5
2021-08-11T10:31:50Z,2021-08-12T02:23:34Z,2021-08-12T02:39:24Z,2021-08-12T02:23:34Z,Desorbed NA,15,15,15,15,0,950,Lupinus_eml_20_8_8112021_15.qgd,NA,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Lupinus argenteus/Lupinus_eml_20_8_8112021_15.qgd,2ae0ef0d-3fec-412c-813b-c25499b5b77c,2267,163866726,FALSE,FALSE,FALSE,6
2021-08-11T10:31:50Z,2021-08-12T03:00:40Z,2021-08-12T03:16:27Z,2021-08-12T03:00:40Z,Desorbed NA,16,16,16,16,0,947,Lupinus_eml_20_6_8112021_16.qgd,NA,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Lupinus argenteus/Lupinus_eml_20_6_8112021_16.qgd,2ae0ef0d-3fec-412c-813b-c25499b5b77c,2226,498847166,FALSE,FALSE,FALSE,5
2021-08-11T10:31:50Z,2021-08-12T03:37:10Z,2021-08-12T03:52:48Z,2021-08-12T03:37:10Z,Desorbed NA,17,17,17,17,0,938,Lupinus_eml_20_7_8112021_17.qgd,NA,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Lupinus argenteus/Lupinus_eml_20_7_8112021_17.qgd,2ae0ef0d-3fec-412c-813b-c25499b5b77c,2190,172271746,FALSE,FALSE,FALSE,6
2021-08-11T10:31:50Z,2021-08-12T04:14:03Z,2021-08-12T04:29:47Z,2021-08-12T04:14:03Z,Desorbed NA,18,18,18,18,0,944,Lupinus_npb_20_5_8112021_18.qgd,NA,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Lupinus argenteus/Lupinus_npb_20_5_8112021_18.qgd,2ae0ef0d-3fec-412c-813b-c25499b5b77c,2213,126260060,FALSE,FALSE,FALSE,6
2021-08-11T10:31:50Z,2021-08-12T04:34:46Z,2021-08-12T04:29:47Z,2021-08-12T04:29:47Z,Desorbed NA,19,19,18,18,1,299,Lupinus_npb_20_5_8112021_18.qgd,NA,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Lupinus argenteus/Lupinus_npb_20_5_8112021_18.qgd,2ae0ef0d-3fec-412c-813b-c25499b5b77c,1243,126260060,FALSE,FALSE,FALSE,6
2021-08-11T10:31:50Z,2021-08-12T05:26:43Z,2021-08-12T05:42:33Z,2021-08-12T05:26:43Z,Desorbed NA,20,20,20,20,0,950,Lupinus_npb_20_4_8112021_20.qgd,NA,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Lupinus argenteus/Lupinus_npb_20_4_8112021_20.qgd,2ae0ef0d-3fec-412c-813b-c25499b5b77c,3117,287864917,FALSE,FALSE,FALSE,6
2021-08-12T09:12:11Z,2021-08-12T16:17:09Z,2021-08-12T16:06:02Z,2021-08-12T16:06:02Z,Desorbed NA,1,1,1,1,0,667,Blank1_8122021_01.qgd,Blank : RMBL,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Lupinus argenteus/Blank1_8122021_01.qgd,cafc7396-3329-4a2d-9d85-c9ec3e9b7653,39026,92199993,TRUE,FALSE,TRUE,7
2021-08-12T09:12:11Z,2021-08-12T16:47:36Z,2021-08-12T17:03:25Z,2021-08-12T16:47:36Z,Desorbed NA,2,2,2,2,0,949,Lupinus_npb_20_3_8122021_02.qgd,NA,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Lupinus argenteus/Lupinus_npb_20_3_8122021_02.qgd,cafc7396-3329-4a2d-9d85-c9ec3e9b7653,1827,296922860,FALSE,FALSE,FALSE,6
2021-08-12T09:12:11Z,2021-08-12T17:23:50Z,2021-08-12T17:39:36Z,2021-08-12T17:23:50Z,Leak-test failure High Pressure Leak Failure,3,3,3,3,0,946,Lupinus_npb_20_1_8122021_03.qgd,NA,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Lupinus argenteus/Lupinus_npb_20_1_8122021_03.qgd,cafc7396-3329-4a2d-9d85-c9ec3e9b7653,2174,23383816,FALSE,TRUE,TRUE,7
